x,y,z,year,month,day,body
2.851705862446248E+08,-1.544854599417846E+07,-2.680157642234681E+07,1984,8,15,8flora
2.850985508954462E+08,-1.347534866979201E+07,-2.686817857786060E+07,1984,8,16,8flora
2.850145216217277E+08,-1.150152765662519E+07,-2.693365059371085E+07,1984,8,17,8flora
2.849184803286831E+08,-9.527165061068067E+06,-2.699798767360963E+07,1984,8,18,8flora
2.848104095750499E+08,-7.552343316731791E+06,-2.706118507193371E+07,1984,8,19,8flora
2.846902925788172E+08,-5.577145178379117E+06,-2.712323809450117E+07,1984,8,20,8flora
2.845581132228931E+08,-3.601653715748324E+06,-2.718414209934616E+07,1984,8,21,8flora
2.844138560607112E+08,-1.625952307270993E+06,-2.724389249749164E+07,1984,8,22,8flora
2.842575063217719E+08,3.498753663156740E+05,-2.730248475371998E+07,1984,8,23,8flora
2.840890499171188E+08,2.325745328461841E+06,-2.735991438734107E+07,1984,8,24,8flora
2.839084734447452E+08,4.301573313402141E+06,-2.741617697295776E+07,1984,8,25,8flora
2.837157641949317E+08,6.277274772856560E+06,-2.747126814122840E+07,1984,8,26,8flora
2.835109101555099E+08,8.252764882834587E+06,-2.752518357962628E+07,1984,8,27,8flora
2.832939000170524E+08,1.022795855054130E+07,-2.757791903319573E+07,1984,8,28,8flora
2.830647231779851E+08,1.220277042138489E+07,-2.762947030530458E+07,1984,8,29,8flora
2.828233697496210E+08,1.417711488608514E+07,-2.767983325839283E+07,1984,8,30,8flora
2.825698305611128E+08,1.615090608788101E+07,-2.772900381471730E+07,1984,8,31,8flora
2.823040971643224E+08,1.812405792983725E+07,-2.777697795709192E+07,1984,9,01,8flora
2.820261618386041E+08,2.009648408224846E+07,-2.782375172962357E+07,1984,9,02,8flora
2.817360175955013E+08,2.206809799014003E+07,-2.786932123844304E+07,1984,9,03,8flora
2.814336581833528E+08,2.403881288086437E+07,-2.791368265243101E+07,1984,9,04,8flora
2.811190780918079E+08,2.600854177179172E+07,-2.795683220393879E+07,1984,9,05,8flora
2.807922725562466E+08,2.797719747809400E+07,-2.799876618950347E+07,1984,9,06,8flora
2.804532375621051E+08,2.994469262062087E+07,-2.803948097055734E+07,1984,9,07,8flora
2.801019698491021E+08,3.191093963386657E+07,-2.807897297413126E+07,1984,9,08,8flora
2.797384669153659E+08,3.387585077402627E+07,-2.811723869355179E+07,1984,9,09,8flora
2.793627270214587E+08,3.583933812714034E+07,-2.815427468913172E+07,1984,9,10,8flora
2.789747491942993E+08,3.780131361732556E+07,-2.819007758885410E+07,1984,9,11,8flora
2.785745332309753E+08,3.976168901509196E+07,-2.822464408904877E+07,1984,9,12,8flora
2.781620797024528E+08,4.172037594574250E+07,-2.825797095506227E+07,1984,9,13,8flora
2.777373899571743E+08,4.367728589785563E+07,-2.829005502191994E+07,1984,9,14,8flora
2.773004661245444E+08,4.563233023184848E+07,-2.832089319498028E+07,1984,9,15,8flora
2.768513111183037E+08,4.758542018861816E+07,-2.835048245058158E+07,1984,9,16,8flora
2.763899286397877E+08,4.953646689826045E+07,-2.837881983668034E+07,1984,9,17,8flora
2.759163231810694E+08,5.148538138886368E+07,-2.840590247348127E+07,1984,9,18,8flora
2.754305000279821E+08,5.343207459537606E+07,-2.843172755405871E+07,1984,9,19,8flora
2.749324652630227E+08,5.537645736854413E+07,-2.845629234496904E+07,1984,9,20,8flora
2.744222257681325E+08,5.731844048392084E+07,-2.847959418685420E+07,1984,9,21,8flora
2.738997892273561E+08,5.925793465094101E+07,-2.850163049503580E+07,1984,9,22,8flora
2.733651641293730E+08,6.119485052206261E+07,-2.852239876009960E+07,1984,9,23,8flora
2.728183597699028E+08,6.312909870197100E+07,-2.854189654847018E+07,1984,9,24,8flora
2.722593862539804E+08,6.506058975684448E+07,-2.856012150297555E+07,1984,9,25,8flora
2.716882544981052E+08,6.698923422367955E+07,-2.857707134340163E+07,1984,9,26,8flora
2.711049762322527E+08,6.891494261967263E+07,-2.859274386703584E+07,1984,9,27,8flora
2.705095640017569E+08,7.083762545165682E+07,-2.860713694920034E+07,1984,9,28,8flora
2.699020311690566E+08,7.275719322559097E+07,-2.862024854377394E+07,1984,9,29,8flora
2.692823919153062E+08,7.467355645609951E+07,-2.863207668370302E+07,1984,9,30,8flora
2.686506612418477E+08,7.658662567605959E+07,-2.864261948150085E+07,1984,10,01,8flora
2.680068549715457E+08,7.849631144623432E+07,-2.865187512973538E+07,1984,10,02,8flora
2.673509897499810E+08,8.040252436494888E+07,-2.865984190150506E+07,1984,10,03,8flora
2.666830830465040E+08,8.230517507780744E+07,-2.866651815090253E+07,1984,10,04,8flora
2.660031531551445E+08,8.420417428744847E+07,-2.867190231346614E+07,1984,10,05,8flora
2.653112191953794E+08,8.609943276333563E+07,-2.867599290661886E+07,1984,10,06,8flora
2.646073011127551E+08,8.799086135158214E+07,-2.867878853009448E+07,1984,10,07,8flora
2.638914196793639E+08,8.987837098480573E+07,-2.868028786635095E+07,1984,10,08,8flora
2.631635964941750E+08,9.176187269201162E+07,-2.868048968097053E+07,1984,10,09,8flora
2.624238539832174E+08,9.364127760850123E+07,-2.867939282304676E+07,1984,10,10,8flora
2.616722153996145E+08,9.551649698580343E+07,-2.867699622555783E+07,1984,10,11,8flora
2.609087048234696E+08,9.738744220162633E+07,-2.867329890572639E+07,1984,10,12,8flora
2.601333471616023E+08,9.925402476982635E+07,-2.866829996536545E+07,1984,10,13,8flora
2.593461681471334E+08,1.011161563503921E+08,-2.866199859121029E+07,1984,10,14,8flora
2.585471943389198E+08,1.029737487594406E+08,-2.865439405523627E+07,1984,10,15,8flora
2.577364531208362E+08,1.048267139792221E+08,-2.864548571496221E+07,1984,10,16,8flora
2.569139727009068E+08,1.066749641681330E+08,-2.863527301373937E+07,1984,10,17,8flora
2.560797821102824E+08,1.085184116707303E+08,-2.862375548102576E+07,1984,10,18,8flora
2.552339112020656E+08,1.103569690277493E+08,-2.861093273264574E+07,1984,10,19,8flora
2.543763906499823E+08,1.121905489861181E+08,-2.859680447103464E+07,1984,10,20,8flora
2.535072519469001E+08,1.140190645089678E+08,-2.858137048546847E+07,1984,10,21,8flora
2.526265274031925E+08,1.158424287856351E+08,-2.856463065227837E+07,1984,10,22,8flora
2.517342501449497E+08,1.176605552416551E+08,-2.854658493504989E+07,1984,10,23,8flora
2.508304541120346E+08,1.194733575487404E+08,-2.852723338480683E+07,1984,10,24,8flora
2.499151740559859E+08,1.212807496347443E+08,-2.850657614017972E+07,1984,10,25,8flora
2.489884455377674E+08,1.230826456936047E+08,-2.848461342755859E+07,1984,10,26,8flora
2.480503049253623E+08,1.248789601952673E+08,-2.846134556123019E+07,1984,10,27,8flora
2.471007893912153E+08,1.266696078955830E+08,-2.843677294349947E+07,1984,10,28,8flora
2.461399369095209E+08,1.284545038461783E+08,-2.841089606479520E+07,1984,10,29,8flora
2.451677862533586E+08,1.302335634042951E+08,-2.838371550375978E+07,1984,10,30,8flora
2.441843769916763E+08,1.320067022425975E+08,-2.835523192732299E+07,1984,10,31,8flora
2.431897494861207E+08,1.337738363589420E+08,-2.832544609075995E+07,1984,11,01,8flora
